P_G2_MW,P_G3_MW
14.749,12.04
14.749,12.341
14.749,12.642
14.749,12.943
14.749,13.244
14.749,13.545
14.749,14.147
14.749,14.448
14.749,14.749
14.749,15.05
14.749,15.351
14.749,15.953
14.749,16.254
14.749,16.555
14.749,16.856
14.749,17.157
14.749,17.759
14.749,18.06
14.749,18.361
14.749,18.662
14.749,18.963
14.749,19.264
14.749,19.565
14.749,20.167
14.749,20.468
14.749,20.769
14.749,21.07
14.749,21.371
14.749,21.973
14.749,22.274
14.749,22.575
14.749,22.876
14.749,23.177
14.749,23.779
14.749,24.08
14.749,24.381
14.749,24.682
14.749,24.983
14.749,25.585
14.749,25.886
14.749,26.187
14.749,26.488
14.749,26.789
14.749,27.391
14.749,27.692
14.749,27.993
14.749,28.294
14.749,28.595
14.749,28.896
14.749,29.197
14.749,29.799
14.749,30.1
14.749,30.401
14.749,30.702
14.749,31.003
14.749,31.605
14.749,31.906
14.749,32.207
14.749,32.508
14.749,32.809
14.749,128.528
14.749,128.829
14.749,129.13
14.749,129.732
14.749,130.033
14.749,130.334
14.749,130.635
14.749,130.936
14.749,131.538
14.749,131.839
14.749,132.14
14.749,132.441
14.749,132.742
14.749,133.344
14.749,133.646
14.749,133.946
14.749,134.248
14.749,134.548
14.749,135.151
14.749,135.452
14.749,135.752
14.749,136.054
14.749,136.355
14.749,136.957
14.749,137.258
14.749,137.559
14.749,137.86
14.749,138.161
14.749,138.462
14.749,138.763
14.749,139.365
14.749,139.666
14.749,139.967
14.749,140.268
14.749,140.569
14.749,141.171
14.749,141.472
14.749,141.773
14.749,142.074
14.749,142.375
14.749,142.977
14.749,143.278
14.749,143.579
14.749,143.88
14.749,144.181
14.749,144.482
14.749,144.783
14.749,145.385
14.749,145.686
14.749,145.987
14.749,146.288
14.749,146.589
14.749,147.191
14.749,147.492
14.749,147.793
14.749,148.094
14.749,148.395
14.749,148.997
14.749,149.298
14.749,149.599
14.749,149.9
14.749,150.201
14.749,150.803
14.749,151.104
14.749,151.405
14.749,151.706
14.749,152.007
14.749,152.609
14.749,152.91
14.749,153.211
14.749,153.512
14.749,153.813
14.749,154.114
14.749,154.415
14.749,155.017
14.749,155.318
14.749,155.619
14.749,155.92
14.749,156.221
14.749,156.823
14.749,157.124
14.749,157.425
14.749,157.726
14.749,158.027
14.749,158.629
14.749,158.93
14.749,159.231
14.749,159.532
14.749,159.833
14.749,160.134
14.749,160.435
14.749,161.037
14.749,161.338
14.749,161.639
14.749,161.94
14.749,162.241
14.749,162.843
14.749,163.144
14.749,163.445
14.749,163.746
14.749,164.047
14.749,164.649
14.749,164.95
14.749,165.251
14.749,165.552
14.749,165.853
14.749,166.455
14.749,166.756
14.749,167.057
14.749,167.358
14.749,167.659
14.749,168.261
14.749,168.562
14.749,168.863
14.749,169.164
14.749,169.465
15.05,9.933
15.05,11.137
15.05,11.739
15.05,13.545
15.05,14.147
15.05,15.351
15.05,15.953
15.05,17.157
15.05,17.759
15.05,19.565
15.05,20.167
15.05,21.371
15.05,21.973
15.05,23.177
15.05,23.779
15.05,24.983
15.05,25.585
15.05,26.789
15.05,27.391
15.05,29.197
15.05,29.799
15.05,31.003
15.05,31.605
15.05,32.809
15.05,128.528
15.05,129.13
15.05,129.732
15.05,130.936
15.05,131.538
15.05,132.742
15.05,133.344
15.05,134.548
15.05,135.151
15.05,136.355
15.05,136.957
15.05,138.763
15.05,139.365
15.05,140.569
15.05,141.171
15.05,142.375
15.05,142.977
15.05,144.783
15.05,145.385
15.05,146.589
15.05,147.191
15.05,148.395
15.05,148.997
15.05,150.201
15.05,150.803
15.05,152.007
15.05,152.609
15.05,154.415
15.05,155.017
15.05,156.221
15.05,156.823
15.05,158.027
15.05,158.629
15.05,160.435
15.05,161.037
15.05,162.241
15.05,162.843
15.05,164.047
15.05,164.649
15.05,165.853
15.05,166.455
15.05,167.659
15.05,168.261
15.05,169.465
15.351,9.933
15.351,11.137
15.351,11.739
15.351,13.545
15.351,14.147
15.351,15.351
15.351,15.953
15.351,17.157
15.351,17.759
15.351,19.565
15.351,20.167
15.351,21.371
15.351,21.973
15.351,23.177
15.351,23.779
15.351,24.983
15.351,25.585
15.351,26.789
15.351,27.391
15.351,29.197
15.351,29.799
15.351,31.003
15.351,31.605
15.351,31.906
15.351,32.207
15.351,32.508
15.351,32.809
15.351,127.926
15.351,128.227
15.351,128.528
15.351,129.13
15.351,129.732
15.351,130.936
15.351,131.538
15.351,132.742
15.351,133.344
15.351,134.548
15.351,135.151
15.351,136.355
15.351,136.957
15.351,138.763
15.351,139.365
15.351,140.569
15.351,141.171
15.351,142.375
15.351,142.977
15.351,144.783
15.351,145.385
15.351,146.589
15.351,147.191
15.351,148.395
15.351,148.997
15.351,150.201
15.351,150.803
15.351,152.007
15.351,152.609
15.351,154.415
15.351,155.017
15.351,156.221
15.351,156.823
15.351,158.027
15.351,158.629
15.351,160.435
15.351,161.037
15.351,162.241
15.351,162.843
15.351,164.047
15.351,164.649
15.351,165.853
15.351,166.455
15.351,167.659
15.351,168.261
15.351,168.863
15.351,169.164
15.351,169.465
15.652,9.933
15.652,11.137
15.652,11.739
15.652,13.545
15.652,14.147
15.652,15.351
15.652,15.953
15.652,17.157
15.652,17.759
15.652,19.565
15.652,20.167
15.652,21.371
15.652,21.973
15.652,23.177
15.652,23.779
15.652,24.983
15.652,25.585
15.652,26.789
15.652,27.391
15.652,29.197
15.652,29.799
15.652,31.003
15.652,127.926
15.652,129.13
15.652,129.732
15.652,130.936
15.652,131.538
15.652,132.742
15.652,133.344
15.652,134.548
15.652,135.151
15.652,136.355
15.652,136.957
15.652,138.763
15.652,139.365
15.652,140.569
15.652,141.171
15.652,142.375
15.652,142.977
15.652,144.783
15.652,145.385
15.652,146.589
15.652,147.191
15.652,148.395
15.652,148.997
15.652,150.201
15.652,150.803
15.652,152.007
15.652,152.609
15.652,154.415
15.652,155.017
15.652,156.221
15.652,156.823
15.652,158.027
15.652,158.629
15.652,160.435
15.652,161.037
15.652,162.241
15.652,162.843
15.652,164.047
15.652,164.649
15.652,165.853
15.652,166.455
15.652,167.659
15.652,168.261
15.652,168.863
15.953,9.933
15.953,10.234
15.953,10.535
15.953,10.836
15.953,11.137
15.953,11.739
15.953,12.04
15.953,12.341
15.953,12.642
15.953,12.943
15.953,13.244
15.953,13.545
15.953,14.147
15.953,14.448
15.953,14.749
15.953,15.05
15.953,15.351
15.953,15.953
15.953,16.254
15.953,16.555
15.953,16.856
15.953,17.157
15.953,17.759
15.953,18.06
15.953,18.361
15.953,18.662
15.953,18.963
15.953,19.264
15.953,19.565
15.953,20.167
15.953,20.468
15.953,20.769
15.953,21.07
15.953,21.371
15.953,21.973
15.953,22.274
15.953,22.575
15.953,22.876
15.953,23.177
15.953,23.779
15.953,24.08
15.953,24.381
15.953,24.682
15.953,24.983
15.953,25.585
15.953,25.886
15.953,26.187
15.953,26.488
15.953,26.789
15.953,27.391
15.953,27.692
15.953,27.993
15.953,28.294
15.953,28.595
15.953,28.896
15.953,29.197
15.953,29.799
15.953,30.1
15.953,30.401
15.953,30.702
15.953,31.003
15.953,127.926
15.953,128.227
15.953,128.528
15.953,128.829
15.953,129.13
15.953,129.732
15.953,130.033
15.953,130.334
15.953,130.635
15.953,130.936
15.953,131.538
15.953,131.839
15.953,132.14
15.953,132.441
15.953,132.742
15.953,133.344
15.953,133.646
15.953,133.946
15.953,134.248
15.953,134.548
15.953,135.151
15.953,135.452
15.953,135.752
15.953,136.054
15.953,136.355
15.953,136.957
15.953,137.258
15.953,137.559
15.953,137.86
15.953,138.161
15.953,138.462
15.953,138.763
15.953,139.365
15.953,139.666
15.953,139.967
15.953,140.268
15.953,140.569
15.953,141.171
15.953,141.472
15.953,141.773
15.953,142.074
15.953,142.375
15.953,142.977
15.953,143.278
15.953,143.579
15.953,143.88
15.953,144.181
15.953,144.482
15.953,144.783
15.953,145.385
15.953,145.686
15.953,145.987
15.953,146.288
15.953,146.589
15.953,147.191
15.953,147.492
15.953,147.793
15.953,148.094
15.953,148.395
15.953,148.997
15.953,149.298
15.953,149.599
15.953,149.9
15.953,150.201
15.953,150.803
15.953,151.104
15.953,151.405
15.953,151.706
15.953,152.007
15.953,152.609
15.953,152.91
15.953,153.211
15.953,153.512
15.953,153.813
15.953,154.114
15.953,154.415
15.953,155.017
15.953,155.318
15.953,155.619
15.953,155.92
15.953,156.221
15.953,156.823
15.953,157.124
15.953,157.425
15.953,157.726
15.953,158.027
15.953,158.629
15.953,158.93
15.953,159.231
15.953,159.532
15.953,159.833
15.953,160.134
15.953,160.435
15.953,161.037
15.953,161.338
15.953,161.639
15.953,161.94
15.953,162.241
15.953,162.843
15.953,163.144
15.953,163.445
15.953,163.746
15.953,164.047
15.953,164.649
15.953,164.95
15.953,165.251
15.953,165.552
15.953,165.853
15.953,166.455
15.953,166.756
15.953,167.057
15.953,167.358
15.953,167.659
15.953,168.261
15.953,168.562
15.953,168.863
16.555,9.933
16.555,10.234
16.555,10.535
16.555,10.836
16.555,11.137
16.555,11.739
16.555,12.04
16.555,12.341
16.555,12.642
16.555,12.943
16.555,13.244
16.555,13.545
16.555,14.147
16.555,14.448
16.555,14.749
16.555,15.05
16.555,15.351
16.555,15.953
16.555,16.254
16.555,16.555
16.555,16.856
16.555,17.157
16.555,17.759
16.555,18.06
16.555,18.361
16.555,18.662
16.555,18.963
16.555,19.264
16.555,19.565
16.555,20.167
16.555,20.468
16.555,20.769
16.555,21.07
16.555,21.371
16.555,21.973
16.555,22.274
16.555,22.575
16.555,22.876
16.555,23.177
16.555,23.779
16.555,24.08
16.555,24.381
16.555,24.682
16.555,24.983
16.555,25.585
16.555,25.886
16.555,26.187
16.555,26.488
16.555,26.789
16.555,27.391
16.555,27.692
16.555,27.993
16.555,28.294
16.555,28.595
16.555,28.896
16.555,29.197
16.555,29.799
16.555,30.1
16.555,30.401
16.555,128.528
16.555,128.829
16.555,129.13
16.555,129.732
16.555,130.033
16.555,130.334
16.555,130.635
16.555,130.936
16.555,131.538
16.555,131.839
16.555,132.14
16.555,132.441
16.555,132.742
16.555,133.344
16.555,133.646
16.555,133.946
16.555,134.248
16.555,134.548
16.555,135.151
16.555,135.452
16.555,135.752
16.555,136.054
16.555,136.355
16.555,136.957
16.555,137.258
16.555,137.559
16.555,137.86
16.555,138.161
16.555,138.462
16.555,138.763
16.555,139.365
16.555,139.666
16.555,139.967
16.555,140.268
16.555,140.569
16.555,141.171
16.555,141.472
16.555,141.773
16.555,142.074
16.555,142.375
16.555,142.977
16.555,143.278
16.555,143.579
16.555,143.88
16.555,144.181
16.555,144.482
16.555,144.783
16.555,145.385
16.555,145.686
16.555,145.987
16.555,146.288
16.555,146.589
16.555,147.191
16.555,147.492
16.555,147.793
16.555,148.094
16.555,148.395
16.555,148.997
16.555,149.298
16.555,149.599
16.555,149.9
16.555,150.201
16.555,150.803
16.555,151.104
16.555,151.405
16.555,151.706
16.555,152.007
16.555,152.609
16.555,152.91
16.555,153.211
16.555,153.512
16.555,153.813
16.555,154.114
16.555,154.415
16.555,155.017
16.555,155.318
16.555,155.619
16.555,155.92
16.555,156.221
16.555,156.823
16.555,157.124
16.555,157.425
16.555,157.726
16.555,158.027
16.555,158.629
16.555,158.93
16.555,159.231
16.555,159.532
16.555,159.833
16.555,160.134
16.555,160.435
16.555,161.037
16.555,161.338
16.555,161.639
16.555,161.94
16.555,162.241
16.555,162.843
16.555,163.144
16.555,163.445
16.555,163.746
16.555,164.047
16.555,164.649
16.555,164.95
16.555,165.251
16.555,165.552
16.555,165.853
16.555,166.455
16.555,166.756
16.555,167.057
16.555,168.261
16.555,168.562
16.555,168.863
16.856,9.933
16.856,11.137
16.856,11.739
16.856,13.545
16.856,14.147
16.856,15.351
16.856,15.953
16.856,17.157
16.856,17.759
16.856,19.565
16.856,20.167
16.856,21.371
16.856,21.973
16.856,23.177
16.856,23.779
16.856,24.983
16.856,25.585
16.856,26.789
16.856,27.391
16.856,29.197
16.856,29.799
16.856,30.401
16.856,128.528
16.856,129.13
16.856,129.732
16.856,130.936
16.856,131.538
16.856,132.742
16.856,133.344
16.856,134.548
16.856,135.151
16.856,136.355
16.856,136.957
16.856,138.763
16.856,139.365
16.856,140.569
16.856,141.171
16.856,142.375
16.856,142.977
16.856,144.783
16.856,145.385
16.856,146.589
16.856,147.191
16.856,148.395
16.856,148.997
16.856,150.201
16.856,150.803
16.856,152.007
16.856,152.609
16.856,154.415
16.856,155.017
16.856,156.221
16.856,156.823
16.856,158.027
16.856,158.629
16.856,160.435
16.856,161.037
16.856,162.241
16.856,162.843
16.856,164.047
16.856,164.649
16.856,165.853
16.856,166.455
16.856,167.057
16.856,168.261
16.856,168.863
17.157,9.933
17.157,10.234
17.157,10.535
17.157,10.836
17.157,11.137
17.157,11.739
17.157,12.04
17.157,12.341
17.157,12.642
17.157,12.943
17.157,13.244
17.157,13.545
17.157,14.147
17.157,14.448
17.157,14.749
17.157,15.05
17.157,15.351
17.157,15.953
17.157,16.254
17.157,16.555
17.157,16.856
17.157,17.157
17.157,17.759
17.157,18.06
17.157,18.361
17.157,18.662
17.157,18.963
17.157,19.264
17.157,19.565
17.157,20.167
17.157,20.468
17.157,20.769
17.157,21.07
17.157,21.371
17.157,21.973
17.157,22.274
17.157,22.575
17.157,22.876
17.157,23.177
17.157,23.779
17.157,24.08
17.157,24.381
17.157,24.682
17.157,24.983
17.157,25.585
17.157,25.886
17.157,26.187
17.157,26.488
17.157,26.789
17.157,27.391
17.157,27.692
17.157,27.993
17.157,28.294
17.157,28.595
17.157,28.896
17.157,29.197
17.157,29.799
17.157,30.1
17.157,30.401
17.157,128.528
17.157,128.829
17.157,129.13
17.157,129.732
17.157,130.033
17.157,130.334
17.157,130.635
17.157,130.936
17.157,131.538
17.157,131.839
17.157,132.14
17.157,132.441
17.157,132.742
17.157,133.344
17.157,133.646
17.157,133.946
17.157,134.248
17.157,134.548
17.157,135.151
17.157,135.452
17.157,135.752
17.157,136.054
17.157,136.355
17.157,136.957
17.157,137.258
17.157,137.559
17.157,137.86
17.157,138.161
17.157,138.462
17.157,138.763
17.157,139.365
17.157,139.666
17.157,139.967
17.157,140.268
17.157,140.569
17.157,141.171
17.157,141.472
17.157,141.773
17.157,142.074
17.157,142.375
17.157,142.977
17.157,143.278
17.157,143.579
17.157,143.88
17.157,144.181
17.157,144.482
17.157,144.783
17.157,145.385
17.157,145.686
17.157,145.987
17.157,146.288
17.157,146.589
17.157,147.191
17.157,147.492
17.157,147.793
17.157,148.094
17.157,148.395
17.157,148.997
17.157,149.298
17.157,149.599
17.157,149.9
17.157,150.201
17.157,150.803
17.157,151.104
17.157,151.405
17.157,151.706
17.157,152.007
17.157,152.609
17.157,152.91
17.157,153.211
17.157,153.512
17.157,153.813
17.157,154.114
17.157,154.415
17.157,155.017
17.157,155.318
17.157,155.619
17.157,155.92
17.157,156.221
17.157,156.823
17.157,157.124
17.157,157.425
17.157,157.726
17.157,158.027
17.157,158.629
17.157,158.93
17.157,159.231
17.157,159.532
17.157,159.833
17.157,160.134
17.157,160.435
17.157,161.037
17.157,161.338
17.157,161.639
17.157,161.94
17.157,162.241
17.157,162.843
17.157,163.144
17.157,163.445
17.157,163.746
17.157,164.047
17.157,164.649
17.157,164.95
17.157,165.251
17.157,165.552
17.157,165.853
17.157,166.455
17.157,166.756
17.157,167.057
17.157,168.261
17.157,168.562
17.157,168.863
17.759,9.933
17.759,10.234
17.759,10.535
17.759,10.836
17.759,11.137
17.759,11.739
17.759,12.04
17.759,12.341
17.759,12.642
17.759,12.943
17.759,13.244
17.759,13.545
17.759,14.147
17.759,14.448
17.759,14.749
17.759,15.05
17.759,15.351
17.759,15.953
17.759,16.254
17.759,16.555
17.759,16.856
17.759,17.157
17.759,17.759
17.759,18.06
17.759,18.361
17.759,18.662
17.759,18.963
17.759,19.264
17.759,19.565
17.759,20.167
17.759,20.468
17.759,20.769
17.759,21.07
17.759,21.371
17.759,21.973
17.759,22.274
17.759,22.575
17.759,22.876
17.759,23.177
17.759,23.779
17.759,24.08
17.759,24.381
17.759,24.682
17.759,24.983
17.759,25.585
17.759,25.886
17.759,26.187
17.759,26.488
17.759,26.789
17.759,27.391
17.759,27.692
17.759,27.993
17.759,28.294
17.759,28.595
17.759,28.896
17.759,29.197
17.759,129.732
17.759,130.033
17.759,130.334
17.759,130.635
17.759,130.936
17.759,131.538
17.759,131.839
17.759,132.14
17.759,132.441
17.759,132.742
17.759,133.344
17.759,133.646
17.759,133.946
17.759,134.248
17.759,134.548
17.759,135.151
17.759,135.452
17.759,135.752
17.759,136.054
17.759,136.355
17.759,136.957
17.759,137.258
17.759,137.559
17.759,137.86
17.759,138.161
17.759,138.462
17.759,138.763
17.759,139.365
17.759,139.666
17.759,139.967
17.759,140.268
17.759,140.569
17.759,141.171
17.759,141.472
17.759,141.773
17.759,142.074
17.759,142.375
17.759,142.977
17.759,143.278
17.759,143.579
17.759,143.88
17.759,144.181
17.759,144.482
17.759,144.783
17.759,145.385
17.759,145.686
17.759,145.987
17.759,146.288
17.759,146.589
17.759,147.191
17.759,147.492
17.759,147.793
17.759,148.094
17.759,148.395
17.759,148.997
17.759,149.298
17.759,149.599
17.759,149.9
17.759,150.201
17.759,150.803
17.759,151.104
17.759,151.405
17.759,151.706
17.759,152.007
17.759,152.609
17.759,152.91
17.759,153.211
17.759,153.512
17.759,153.813
17.759,154.114
17.759,154.415
17.759,155.017
17.759,155.318
17.759,155.619
17.759,155.92
17.759,156.221
17.759,156.823
17.759,157.124
17.759,157.425
17.759,157.726
17.759,158.027
17.759,158.629
17.759,158.93
17.759,159.231
17.759,159.532
17.759,159.833
17.759,160.134
17.759,160.435
17.759,161.037
17.759,161.338
17.759,161.639
17.759,161.94
17.759,162.241
17.759,162.843
17.759,163.144
17.759,163.445
17.759,163.746
17.759,164.047
17.759,164.649
17.759,164.95
17.759,165.251
17.759,165.552
17.759,165.853
17.759,166.455
17.759,166.756
17.759,167.057
18.06,9.933
18.06,11.137
18.06,11.739
18.06,13.545
18.06,14.147
18.06,15.351
18.06,15.953
18.06,17.157
18.06,17.759
18.06,19.565
18.06,20.167
18.06,21.371
18.06,21.973
18.06,23.177
18.06,23.779
18.06,24.983
18.06,25.585
18.06,26.789
18.06,27.391
18.06,29.197
18.06,129.732
18.06,130.936
18.06,131.538
18.06,132.742
18.06,133.344
18.06,134.548
18.06,135.151
18.06,136.355
18.06,136.957
18.06,138.763
18.06,139.365
18.06,140.569
18.06,141.171
18.06,142.375
18.06,142.977
18.06,144.783
18.06,145.385
18.06,146.589
18.06,147.191
18.06,148.395
18.06,148.997
18.06,150.201
18.06,150.803
18.06,152.007
18.06,152.609
18.06,154.415
18.06,155.017
18.06,156.221
18.06,156.823
18.06,158.027
18.06,158.629
18.06,160.435
18.06,161.037
18.06,162.241
18.06,162.843
18.06,164.047
18.06,164.649
18.06,165.853
18.06,166.455
18.06,167.057
18.361,9.933
18.361,11.137
18.361,11.739
18.361,13.545
18.361,14.147
18.361,15.351
18.361,15.953
18.361,17.157
18.361,17.759
18.361,19.565
18.361,20.167
18.361,21.371
18.361,21.973
18.361,23.177
18.361,23.779
18.361,24.983
18.361,25.585
18.361,26.789
18.361,27.391
18.361,27.993
18.361,28.294
18.361,28.595
18.361,28.896
18.361,29.197
18.361,128.528
18.361,128.829
18.361,129.13
18.361,129.732
18.361,130.936
18.361,131.538
18.361,132.742
18.361,133.344
18.361,134.548
18.361,135.151
18.361,136.355
18.361,136.957
18.361,138.763
18.361,139.365
18.361,140.569
18.361,141.171
18.361,142.375
18.361,142.977
18.361,144.783
18.361,145.385
18.361,146.589
18.361,147.191
18.361,148.395
18.361,148.997
18.361,150.201
18.361,150.803
18.361,152.007
18.361,152.609
18.361,154.415
18.361,155.017
18.361,156.221
18.361,156.823
18.361,158.027
18.361,158.629
18.361,160.435
18.361,161.037
18.361,162.241
18.361,162.843
18.361,164.047
18.361,164.649
18.361,165.853
18.361,166.455
18.361,166.756
18.361,167.057
18.662,9.933
18.662,11.137
18.662,11.739
18.662,13.545
18.662,14.147
18.662,15.351
18.662,15.953
18.662,17.157
18.662,17.759
18.662,19.565
18.662,20.167
18.662,21.371
18.662,21.973
18.662,23.177
18.662,23.779
18.662,24.983
18.662,25.585
18.662,26.789
18.662,27.391
18.662,27.993
18.662,128.528
18.662,129.13
18.662,129.732
18.662,130.936
18.662,131.538
18.662,132.742
18.662,133.344
18.662,134.548
18.662,135.151
18.662,136.355
18.662,136.957
18.662,138.763
18.662,139.365
18.662,140.569
18.662,141.171
18.662,142.375
18.662,142.977
18.662,144.783
18.662,145.385
18.662,146.589
18.662,147.191
18.662,148.395
18.662,148.997
18.662,150.201
18.662,150.803
18.662,152.007
18.662,152.609
18.662,154.415
18.662,155.017
18.662,156.221
18.662,156.823
18.662,158.027
18.662,158.629
18.662,160.435
18.662,161.037
18.662,162.241
18.662,162.843
18.662,164.047
18.662,164.649
18.662,165.853
18.963,9.933
18.963,10.234
18.963,10.535
18.963,10.836
18.963,11.137
18.963,11.739
18.963,12.04
18.963,12.341
18.963,12.642
18.963,12.943
18.963,13.244
18.963,13.545
18.963,14.147
18.963,14.448
18.963,14.749
18.963,15.05
18.963,15.351
18.963,15.953
18.963,16.254
18.963,16.555
18.963,16.856
18.963,17.157
18.963,17.759
18.963,18.06
18.963,18.361
18.963,18.662
18.963,18.963
18.963,19.264
18.963,19.565
18.963,20.167
18.963,20.468
18.963,20.769
18.963,21.07
18.963,21.371
18.963,21.973
18.963,22.274
18.963,22.575
18.963,22.876
18.963,23.177
18.963,23.779
18.963,24.08
18.963,24.381
18.963,24.682
18.963,24.983
18.963,25.585
18.963,25.886
18.963,26.187
18.963,26.488
18.963,26.789
18.963,27.391
18.963,27.692
18.963,27.993
18.963,128.528
18.963,128.829
18.963,129.13
18.963,129.732
18.963,130.033
18.963,130.334
18.963,130.635
18.963,130.936
18.963,131.538
18.963,131.839
18.963,132.14
18.963,132.441
18.963,132.742
18.963,133.344
18.963,133.646
18.963,133.946
18.963,134.248
18.963,134.548
18.963,135.151
18.963,135.452
18.963,135.752
18.963,136.054
18.963,136.355
18.963,136.957
18.963,137.258
18.963,137.559
18.963,137.86
18.963,138.161
18.963,138.462
18.963,138.763
18.963,139.365
18.963,139.666
18.963,139.967
18.963,140.268
18.963,140.569
18.963,141.171
18.963,141.472
18.963,141.773
18.963,142.074
18.963,142.375
18.963,142.977
18.963,143.278
18.963,143.579
18.963,143.88
18.963,144.181
18.963,144.482
18.963,144.783
18.963,145.385
18.963,145.686
18.963,145.987
18.963,146.288
18.963,146.589
18.963,147.191
18.963,147.492
18.963,147.793
18.963,148.094
18.963,148.395
18.963,148.997
18.963,149.298
18.963,149.599
18.963,149.9
18.963,150.201
18.963,150.803
18.963,151.104
18.963,151.405
18.963,151.706
18.963,152.007
18.963,152.609
18.963,152.91
18.963,153.211
18.963,153.512
18.963,153.813
18.963,154.114
18.963,154.415
18.963,155.017
18.963,155.318
18.963,155.619
18.963,155.92
18.963,156.221
18.963,156.823
18.963,157.124
18.963,157.425
18.963,157.726
18.963,158.027
18.963,158.629
18.963,158.93
18.963,159.231
18.963,159.532
18.963,159.833
18.963,160.134
18.963,160.435
18.963,161.037
18.963,161.338
18.963,161.639
18.963,161.94
18.963,162.241
18.963,162.843
18.963,163.144
18.963,163.445
18.963,163.746
18.963,164.047
18.963,164.649
18.963,164.95
18.963,165.251
18.963,165.552
18.963,165.853
19.565,9.933
19.565,10.234
19.565,10.535
19.565,10.836
19.565,11.137
19.565,11.739
19.565,12.04
19.565,12.341
19.565,12.642
19.565,12.943
19.565,13.244
19.565,13.545
19.565,14.147
19.565,14.448
19.565,14.749
19.565,15.05
19.565,15.351
19.565,15.953
19.565,16.254
19.565,16.555
19.565,16.856
19.565,17.157
19.565,17.759
19.565,18.06
19.565,18.361
19.565,18.662
19.565,18.963
19.565,19.264
19.565,19.565
19.565,20.167
19.565,20.468
19.565,20.769
19.565,21.07
19.565,21.371
19.565,21.973
19.565,22.274
19.565,22.575
19.565,22.876
19.565,23.177
19.565,23.779
19.565,24.08
19.565,24.381
19.565,24.682
19.565,24.983
19.565,25.585
19.565,25.886
19.565,26.187
19.565,26.488
19.565,26.789
19.565,27.391
19.565,27.692
19.565,27.993
19.565,129.732
19.565,130.033
19.565,130.334
19.565,130.635
19.565,130.936
19.565,131.538
19.565,131.839
19.565,132.14
19.565,132.441
19.565,132.742
19.565,133.344
19.565,133.646
19.565,133.946
19.565,134.248
19.565,134.548
19.565,135.151
19.565,135.452
19.565,135.752
19.565,136.054
19.565,136.355
19.565,136.957
19.565,137.258
19.565,137.559
19.565,137.86
19.565,138.161
19.565,138.462
19.565,138.763
19.565,139.365
19.565,139.666
19.565,139.967
19.565,140.268
19.565,140.569
19.565,141.171
19.565,141.472
19.565,141.773
19.565,142.074
19.565,142.375
19.565,142.977
19.565,143.278
19.565,143.579
19.565,143.88
19.565,144.181
19.565,144.482
19.565,144.783
19.565,145.385
19.565,145.686
19.565,145.987
19.565,146.288
19.565,146.589
19.565,147.191
19.565,147.492
19.565,147.793
19.565,148.094
19.565,148.395
19.565,148.997
19.565,149.298
19.565,149.599
19.565,149.9
19.565,150.201
19.565,150.803
19.565,151.104
19.565,151.405
19.565,151.706
19.565,152.007
19.565,152.609
19.565,152.91
19.565,153.211
19.565,153.512
19.565,153.813
19.565,154.114
19.565,154.415
19.565,155.017
19.565,155.318
19.565,155.619
19.565,155.92
19.565,156.221
19.565,156.823
19.565,157.124
19.565,157.425
19.565,157.726
19.565,158.027
19.565,158.629
19.565,158.93
19.565,159.231
19.565,159.532
19.565,159.833
19.565,160.134
19.565,160.435
19.565,161.037
19.565,161.338
19.565,161.639
19.565,161.94
19.565,162.241
19.565,162.843
19.565,163.144
19.565,163.445
19.565,163.746
19.565,164.047
19.866,9.933
19.866,11.137
19.866,11.739
19.866,13.545
19.866,14.147
19.866,15.351
19.866,15.953
19.866,17.157
19.866,17.759
19.866,19.565
19.866,20.167
19.866,21.371
19.866,21.973
19.866,23.177
19.866,23.779
19.866,24.983
19.866,25.585
19.866,26.789
19.866,27.391
19.866,27.993
19.866,129.732
19.866,130.936
19.866,131.538
19.866,132.742
19.866,133.344
19.866,134.548
19.866,135.151
19.866,136.355
19.866,136.957
19.866,138.763
19.866,139.365
19.866,140.569
19.866,141.171
19.866,142.375
19.866,142.977
19.866,144.783
19.866,145.385
19.866,146.589
19.866,147.191
19.866,148.395
19.866,148.997
19.866,150.201
19.866,150.803
19.866,152.007
19.866,152.609
19.866,154.415
19.866,155.017
19.866,156.221
19.866,156.823
19.866,158.027
19.866,158.629
19.866,160.435
19.866,161.037
19.866,162.241
19.866,162.843
19.866,164.047
20.167,9.933
20.167,11.137
20.167,11.739
20.167,13.545
20.167,14.147
20.167,15.351
20.167,15.953
20.167,17.157
20.167,17.759
20.167,19.565
20.167,20.167
20.167,21.371
20.167,21.973
20.167,23.177
20.167,23.779
20.167,24.983
20.167,25.585
20.167,26.187
20.167,26.488
20.167,26.789
20.167,27.391
20.167,27.692
20.167,27.993
20.167,129.732
20.167,130.936
20.167,131.538
20.167,132.742
20.167,133.344
20.167,134.548
20.167,135.151
20.167,136.355
20.167,136.957
20.167,138.763
20.167,139.365
20.167,140.569
20.167,141.171
20.167,142.375
20.167,142.977
20.167,144.783
20.167,145.385
20.167,146.589
20.167,147.191
20.167,148.395
20.167,148.997
20.167,150.201
20.167,150.803
20.167,152.007
20.167,152.609
20.167,154.415
20.167,155.017
20.167,156.221
20.167,156.823
20.167,158.027
20.167,158.629
20.167,160.435
20.167,161.037
20.167,162.241
20.167,162.843
20.167,163.445
20.167,163.746
20.167,164.047
20.468,9.933
20.468,11.137
20.468,11.739
